5492,2182434.002,5981282.758,10.466,AC
5493,2182423.24,5981290.607,10.278,LIP
5494,2182422.99,5981292.168,10.606,TC
5495,2182422.812,5981292.712,10.587,GR
5496,2182401.57,5981285.999,12.078,GR
5497,2182401.831,5981285.39,12.244,TC
5498,2182402.688,5981284.097,11.851,LIP
5499,2182388.599,5981279.672,12.856,LIP
5500,2182388.251,5981281.191,13.233,TC
5501,2182388.088,5981281.655,13.117,GR
5502,2182415.43,5981292.727,11.27,EL BOX 3.0X4.5
5503,2182416.837,5981295.386,11.16,GR
5504,2182424.648,5981298.371,10.959,EL SLAB
5505,2182417.566,5981296.194,11.042,EL SLAB
5506,2182414.966,5981294.902,11.909,EL SLAB
5507,2182401.912,5981290.633,11.987,EL SLAB
5508,2182401.248,5981289.771,12.24,GR
5509,2182398.665,5981298.19,12.646,GR
5510,2182395.709,5981293.92,12.845,EL BOX 4.5X3.0
5511,2182375.124,5981292.629,14.748,"36"" FIR"
5512,2182356.757,5981238.358,13.767,ECONC EP
5513,2182357.721,5981305.218,16.027,TC END
5514,2182355.939,5981311.045,16.381,TC END
5515,2182356.203,5981311.076,15.955,ECONC
5516,2182356.514,5981311.741,15.92,GR
5517,2182354.451,5981310.547,16.076,LIP
5518,2182356.124,5981304.896,15.796,LIP
5519,2182358.519,5981305.025,15.632,GR
5520,2182358.082,5981305.318,15.786,ECONC
5521,2182364.821,5981313.667,15.548,ECONC
5522,2182364.45,5981313.914,15.432,GR
5523,2182372.918,5981309.21,15.139,GR
5524,2182372.346,5981309.911,15.552,ECONC
5525,2182366.654,5981308.024,15.563,ECONC
5526,2182370.549,5981315.449,15.542,ECONC
5527,2182366.111,5981329.85,14.58,ECONC
5528,2182366.583,5981329.572,14.362,GR
5529,2182360.373,5981327.668,14.567,GR
5530,2182360.545,5981328.119,14.583,ECONC
5531,2182359.347,5981327.773,14.609,ECONC STEPS BOT
5532,2182357.582,5981333.389,14.602,ECONC STEPS BOT
5533,2182353.793,5981332.304,16.94,ECONC STEPS TOP
5534,2182355.556,5981326.623,16.906,ECONC STEPS TOP
5535,2182351.834,5981325.485,16.943,ECONC
5536,2182349.954,5981325.016,16.939,LIP
5537,2182352.396,5981325.266,16.767,GR
5538,2182351.572,5981325.257,17.158,TC END
5539,2182352.163,5981323.408,17.017,TC
5540,2182350.537,5981322.947,16.659,LIP
5541,2182348.207,5981330.519,17.031,LIP
5542,2182347.504,5981332.844,17.33,LIP
5543,2182349.109,5981333.205,17.556,TC
5544,2182349.745,5981331.088,17.484,TC END
5545,2182350.115,5981331.127,16.975,ECONC
5546,2182350.034,5981331.59,17.042,GR
5547,2182353.339,5981332.48,16.805,GR
5548,2182359.446,5981335.095,14.926,"15"" TREE"
5549,2182360.134,5981327.261,14.57,GR
5550,2182355.594,5981326.058,16.405,GR
5551,2182364.323,5981335.499,14.576,ECONC
5552,2182375.899,5981339.076,13.606,ECONC
